groupID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,normCount_Control,normCount_Experimental,normCount.Control_S1,normCount.Control_S2,normCount.Control_S3,normCount.Experimental_S4,normCount.Experimental_S5,normCount.Experimental_S6
ADH5,469.636356620687,-0.409114233026511,0.229276491220799,-1.78437061230374,0.0743634630995012,0.926371049184813,537.4213996656,401.851313575773,633.887739546178,554.598017559105,423.778441891518,455.793262441862,287.051315692539,462.709362592918
ADK,291.003645342596,-0.334304417741899,0.315417813926596,-1.05987805057738,0.289200082494343,0.983627823676635,326.977543422234,255.029747262957,307.60753872551,294.105009311646,379.220082229546,337.177184505185,184.324829619829,243.587227663858
ADNP,413.719285907308,-0.0926953438243857,0.300190692212232,-0.308788201064045,0.757482645023495,0.996294710336961,426.341134022055,401.097437792561,379.349872038488,486.323640397473,413.349889630205,557.934885109557,347.521516714064,297.835911554062
ADNP2,252.615828262978,0.212887154109808,0.306205886238019,0.695241873777459,0.486903734510336,0.994447194724684,234.715048504744,270.516608021212,247.658465683158,238.435132549085,218.051547281989,271.279363429253,236.052350975591,304.218109658792
ADO,166.6072950686,0.179193057336076,0.398876712608705,0.449244219257952,0.653255491875473,0.996294710336961,158.761869701741,174.45272043546,183.778305883931,190.117881019314,102.389422201977,141.680315313254,139.154318013388,242.523527979737
ADRB1,8.02646410246851,0.388600084482435,1.88647506739446,0.205992695688873,0.836796616950803,0.996294710336961,3.8957520654795,12.1571761394575,5.89663013531329,1.05037503325588,4.74025102786932,8.78637614345759,27.685152274915,0
ADSL,593.76453046391,-0.361184789058235,0.217806466253824,-1.6582831321331,0.0972603320155068,0.950315102270568,660.773518495049,526.75554243277,622.094479275552,776.227149576095,583.998926633501,546.951914930235,602.516340298807,430.798372069269
ADSS2,427.375073572172,-0.048075270137268,0.247547734224127,-0.194206060047155,0.846014537977654,0.996294710336961,435.257423810193,419.492723334152,499.248018123192,386.538012238164,419.986241069222,467.874529639117,316.193581245082,474.410059118257
ADTRP,106.673517384346,-0.634144818954411,0.509356296827016,-1.24499259733266,0.213134471348647,0.98168489642748,130.181464100526,83.1655706681664,129.725862976892,147.052504655823,113.766024668864,51.6199598428133,80.8697869083043,117.006965253382
AEBP2,91.3273951933288,-0.472237334897167,0.559715071209915,-0.843710236132017,0.398831346148776,0.992443630108828,106.19391417813,76.4608762085277,143.484666625957,65.1232520618646,109.973823846568,103.239919685627,63.384427576779,62.7582813631774
AFAP1,768.882759020329,-0.256133344460632,0.187869575994176,-1.36335722857315,0.172769953976264,0.98168489642748,840.521761440576,697.243756600081,677.129693871809,861.307527269822,983.128063180098,655.683319705522,746.770554783891,689.27739531083
AFAP1L1,49.9483823811829,-0.849310330506927,0.725122244122102,-1.17126503481517,0.241492261263636,0.98168489642748,60.3816656242344,39.5150991381314,52.0868995286007,30.4608759644205,98.5972213796819,34.0472075558982,70.6699939649145,13.8280958935815
AFDN,120.64924100102,0.0889223580872839,0.463317543239038,0.191925299149327,0.847800719966618,0.996294710336961,123.099081255,118.19940074704,97.2943972326692,67.2240021283763,204.778844403955,113.124592847016,120.211845404236,121.261763989868
AFF4,869.396188122822,-0.0148489415269439,0.173479756460889,-0.085594664356654,0.931788640120908,0.997480238800445,869.287908124408,869.504468121235,911.029355905903,942.186404830525,754.647963636796,825.919357485013,964.608989789143,817.98505708955
AFG1L,15.7579604847375,-1.89952251458165,1.38602733033572,-1.37047984048161,0.170537164159821,0.98168489642748,21.7836255862547,9.73229538322026,15.7243470275021,32.5616260309323,17.0649037003296,10.982970179322,18.2139159703388,0
AFG3L2,208.786665285026,-0.556725735224017,0.345020598551122,-1.61360144165864,0.106613903951216,0.961015869502668,249.980044544098,167.593286025954,218.175315006592,252.090007981411,279.67481064429,143.876909349118,149.354110956778,209.548837771965
AFTPH,231.108742557591,-0.295422493136119,0.4025070420082,-0.733956085990913,0.46297550268421,0.994447194724684,253.905453316404,208.312031798777,290.900420008789,200.621631351873,270.194308588551,315.211244146541,179.953489786947,129.771361462841
AGA,178.277064357871,-0.0584793660962876,0.386706493803794,-0.151224163631342,0.879798889668475,0.996577394764533,183.72244035862,172.831688357122,270.262214535192,158.606630021638,122.298476519029,157.056473564304,111.469165738473,249.969425768588
AGAP1,44.606343997989,0.951700876044239,0.7559429094081,1.25895866499947,0.20804526233736,0.98168489642748,37.5215435543562,51.6911444416218,51.1041278393818,56.7202517958175,4.74025102786932,65.8978210759319,46.6276248840673,42.5479873648661
AGFG1,370.945916886235,0.0961970838077219,0.258799435307063,0.371705153427344,0.710112387627656,0.996294710336961,359.452397554038,382.439436218431,306.624767036291,360.278636406767,411.453789219057,342.668669594846,417.462954040165,387.186685020281
AGGF1,93.3721277765221,0.606048905488748,0.540460180492246,1.12135718294133,0.262135853974696,0.982783504448174,73.942801137393,112.801454415651,93.3633104757937,53.5691266960499,74.8959662403353,76.8807912552539,127.497411792372,134.026160199328
