groupID,n_PAS,n_sig,n_big,min_padj,max_absL2FC,mean_absL2FC,dir_consensus,perGeneQ
MRPS11,4,0,0,0.41899841505159,NA,NA,NA,0.450663071601927
CLIP1,2,0,0,0.41899841505159,NA,NA,NA,0.453395681637599
HDGFL3,14,0,0,0.423396125099505,NA,NA,NA,0.45435032520001
SETD1B,2,0,0,0.428000755372547,NA,NA,NA,0.46083431005249
ABRAXAS2,2,0,0,0.428000755372547,NA,NA,NA,0.461896722947684
VWA5A,2,0,0,0.428000755372547,NA,NA,NA,0.464545559547443
CCNG1,2,0,0,0.428000755372547,NA,NA,NA,0.466412183104321
CLPB,9,0,0,0.428000755372547,NA,NA,NA,0.467039347749377
BTG2,2,0,0,0.428000755372547,NA,NA,NA,0.467768922715588
TYSND1,2,0,0,0.428000755372547,NA,NA,NA,0.467879109817974
TRMT61A,2,0,0,0.435004953064769,NA,NA,NA,0.468450217700107
HOXA10,2,0,0,0.439806071894778,NA,NA,NA,0.473126740748361
NUP98,2,0,0,0.435004953064769,NA,NA,NA,0.47392720790415
SMURF2,10,0,0,0.449253814596349,NA,NA,NA,0.482782616946001
SLC7A14,2,0,0,0.452847233152691,NA,NA,NA,0.485705724605334
URM1,2,0,0,0.453685863401764,NA,NA,NA,0.485718169071066
SLC23A2,3,0,0,0.455196605252839,NA,NA,NA,0.48648421390431
MED21,5,0,0,0.455196605252839,NA,NA,NA,0.487297613290026
DNAJC5,7,0,0,0.452847233152691,NA,NA,NA,0.49017518680649
OSBPL9,5,0,0,0.453685863401764,NA,NA,NA,0.491638901790581
ZKSCAN5,4,0,0,0.466563173361462,NA,NA,NA,0.497761842598868
TMEM87B,9,0,0,0.470405435136907,NA,NA,NA,0.501442605583943
GALK2,3,0,0,0.466563173361462,NA,NA,NA,0.50169889676153
TOM1L2,2,0,0,0.477968592779443,NA,NA,NA,0.508680802330312
SVIP,7,0,0,0.477968592779443,NA,NA,NA,0.509352617725932
COL1A1,3,0,0,0.507842442902295,NA,NA,NA,0.551547020082514
UVSSA,3,0,0,0.507842442902295,NA,NA,NA,0.554555872170321
VPS72,3,0,0,0.507842442902295,NA,NA,NA,0.554735497823719
RBM12B,5,0,0,0.507842442902295,NA,NA,NA,0.555367549992305
MECR,2,0,0,0.507842442902295,NA,NA,NA,0.561789795507328
GCNT1,5,0,0,0.507842442902295,NA,NA,NA,0.562289175964025
DNAJC3,8,0,0,0.507842442902295,NA,NA,NA,0.56527194161658
CDYL,2,0,0,0.507842442902295,NA,NA,NA,0.570088133335662
AMIGO1,2,0,0,0.507842442902295,NA,NA,NA,0.57598807001356
RYK,2,0,0,0.522998469023674,NA,NA,NA,0.578376915009813
UBE2E2,6,0,0,0.507842442902295,NA,NA,NA,0.581345635139813
SGCB,5,0,0,0.532861667663141,NA,NA,NA,0.593894295539124
COPS2,7,0,0,0.542703485041968,NA,NA,NA,0.604140442074787
BMP1,2,0,0,0.544931994894355,NA,NA,NA,0.605950182897634
COMT,3,0,0,0.549304163335536,NA,NA,NA,0.609495863593412
EMP1,7,0,0,0.550778820638143,NA,NA,NA,0.610081920908246
EPHA5,3,0,0,0.550421783637881,NA,NA,NA,0.610100316093956
POM121,2,0,0,0.555585148062528,NA,NA,NA,0.611536544690782
ZNF844,3,0,0,0.550778820638143,NA,NA,NA,0.612259421306319
CSNK1A1,17,0,0,0.549304163335536,NA,NA,NA,0.612520509687105
ERCC6,7,0,0,0.550778820638143,NA,NA,NA,0.613137642528712
NEK1,2,0,0,0.550778820638143,NA,NA,NA,0.613704622092999
PTCD3,9,0,0,0.555585148062528,NA,NA,NA,0.61392298103904
KARS1,2,0,0,0.550778820638143,NA,NA,NA,0.614002697100638
BTBD3,2,0,0,0.550778820638143,NA,NA,NA,0.616288838367745
ARPC3,2,0,0,0.555585148062528,NA,NA,NA,0.616943542506571
ALDH3A2,4,0,0,0.550778820638143,NA,NA,NA,0.617484059349581
PDCD4,8,0,0,0.550778820638143,NA,NA,NA,0.617486356608252
CCDC117,2,0,0,0.555585148062528,NA,NA,NA,0.617793068648418
USP32,2,0,0,0.550778820638143,NA,NA,NA,0.618845083378865
MRM2,2,0,0,0.555585148062528,NA,NA,NA,0.621044189154396
HDAC4,4,0,0,0.555585148062528,NA,NA,NA,0.62194170423064
SPRY2,2,0,0,0.565598541407119,NA,NA,NA,0.621966357374175
RANBP2,5,0,0,0.555585148062528,NA,NA,NA,0.62459777949752
RPL27A,7,0,0,0.582411250299323,NA,NA,NA,0.637756520517054
TMEM30A,12,0,0,0.58140241958524,NA,NA,NA,0.638703036079655
THBS2,3,0,0,0.582411250299323,NA,NA,NA,0.638812283429275
PAPOLA,2,0,0,0.58721494750282,NA,NA,NA,0.641511261370712
HMGB3,5,0,0,0.586941458424668,NA,NA,NA,0.641697168943483
PLEKHG2,6,0,0,0.582411250299323,NA,NA,NA,0.642231980417708
TANC1,2,0,0,0.582411250299323,NA,NA,NA,0.643010967642273
PHLDB2,4,0,0,0.586941458424668,NA,NA,NA,0.643101761424713
TMUB2,3,0,0,0.597740262992726,NA,NA,NA,0.652444576484668
ZNF552,2,0,0,0.625914641459883,NA,NA,NA,0.683578042867124
EMC10,6,0,0,0.625914641459883,NA,NA,NA,0.685663033482657
TLR4,11,0,0,0.630568301324897,NA,NA,NA,0.686255951990609
COQ3,2,0,0,0.625914641459883,NA,NA,NA,0.686392663898809
ZNF777,2,0,0,0.625914641459883,NA,NA,NA,0.68803322940158
GNPNAT1,4,0,0,0.625914641459883,NA,NA,NA,0.688046243079413
ZNF229,2,0,0,0.625914641459883,NA,NA,NA,0.688888830499283
SAP30BP,5,0,0,0.625914641459883,NA,NA,NA,0.689482173839634
CCSAP,2,0,0,0.630568301324897,NA,NA,NA,0.6900635430277
RNF170,3,0,0,0.630568301324897,NA,NA,NA,0.690290711430338
SEC62,14,0,0,0.630568301324897,NA,NA,NA,0.690944419445051
NOL3,2,0,0,0.625914641459883,NA,NA,NA,0.691309988202045
SNAPC3,3,0,0,0.630568301324897,NA,NA,NA,0.692642424128851
HOOK3,11,0,0,0.638963098075503,NA,NA,NA,0.698704073420368
BCAR1,3,0,0,0.638963098075503,NA,NA,NA,0.699357278009509
ILF2,4,0,0,0.641902143052041,NA,NA,NA,0.701409232254473
PDK4,2,0,0,0.65201135590089,NA,NA,NA,0.711876915246093
RIF1,6,0,0,0.6572825037678,NA,NA,NA,0.721023665674818
GNA13,3,0,0,0.6572825037678,NA,NA,NA,0.725233060360889
DHX57,3,0,0,0.667263781524057,NA,NA,NA,0.738837625044252
LAMA4,4,0,0,0.667263781524057,NA,NA,NA,0.741250851901747
METTL2A,7,0,0,0.667263781524057,NA,NA,NA,0.74337274029321
EDEM1,2,0,0,0.676944583947452,NA,NA,NA,0.748902087446616
RAB5IF,2,0,0,0.686636443966267,NA,NA,NA,0.757874892820184
OSGIN2,9,0,0,0.690104768233422,NA,NA,NA,0.760068211345462
BAG2,4,0,0,0.686636443966267,NA,NA,NA,0.762465769183735
ACVRL1,3,0,0,0.686636443966267,NA,NA,NA,0.763237253468616
EPHA2,2,0,0,0.690104768233422,NA,NA,NA,0.763686813092547
EPOR,4,0,0,0.69296192581042,NA,NA,NA,0.766335413956346
RFC2,2,0,0,0.690104768233422,NA,NA,NA,0.766478821243411
KIAA0040,2,0,0,0.69296192581042,NA,NA,NA,0.768349578960612
PIBF1,2,0,0,0.697515917938382,NA,NA,NA,0.779160819742082
OTUD4,2,0,0,0.709746427977358,NA,NA,NA,0.791489507521029
ECHS1,2,0,0,0.709547777178583,NA,NA,NA,0.791860855433911
LMAN2L,2,0,0,0.71329850033552,NA,NA,NA,0.794820720202555
MTG2,3,0,0,0.714375390825493,NA,NA,NA,0.794850969628389
