28277
ADAL	ADAL	MissingGeneType
KMT5A	KMT5A	MissingGeneType
ZBTB40	ZBTB40	MissingGeneType
IGSF11	IGSF11	MissingGeneType
MIR6127	MIR6127	MissingGeneType
TUBB	TUBB	MissingGeneType
CALCOCO1	CALCOCO1	MissingGeneType
FLRT3	FLRT3	MissingGeneType
HCN3	HCN3	MissingGeneType
MARCHF6	MARCHF6	MissingGeneType
BASP1	BASP1	MissingGeneType
PCGF3	PCGF3	MissingGeneType
CNKSR1	CNKSR1	MissingGeneType
MIR4684	MIR4684	MissingGeneType
MIR4253	MIR4253	MissingGeneType
GCK	GCK	MissingGeneType
LPGAT1	LPGAT1	MissingGeneType
RNF10	RNF10	MissingGeneType
KBTBD11	KBTBD11	MissingGeneType
SEC16A	SEC16A	MissingGeneType
MIR3115	MIR3115	MissingGeneType
IKBKB	IKBKB	MissingGeneType
MIR5196	MIR5196	MissingGeneType
MIR5195	MIR5195	MissingGeneType
PSME3	PSME3	MissingGeneType
FIGNL1	FIGNL1	MissingGeneType
CIB2	CIB2	MissingGeneType
AAGAB	AAGAB	MissingGeneType
ASAP1	ASAP1	MissingGeneType
WDR83OS	WDR83OS	MissingGeneType
ZNF436-AS1	ZNF436-AS1	MissingGeneType
GPSM1	GPSM1	MissingGeneType
PACSIN2	PACSIN2	MissingGeneType
NCLN	NCLN	MissingGeneType
LOC101928163	LOC101928163	MissingGeneType
COA7	COA7	MissingGeneType
ACSL4	ACSL4	MissingGeneType
TRPC7	TRPC7	MissingGeneType
ELOA-AS1	ELOA-AS1	MissingGeneType
GSN	GSN	MissingGeneType
SRRM1	SRRM1	MissingGeneType
RAPGEF2	RAPGEF2	MissingGeneType
SGCD	SGCD	MissingGeneType
MIR378F	MIR378F	MissingGeneType
ST7	ST7	MissingGeneType
SEPTIN9	SEPTIN9	MissingGeneType
TRIM64B	TRIM64B	MissingGeneType
RRAS2	RRAS2	MissingGeneType
GAMT	GAMT	MissingGeneType
C8orf76	C8orf76	MissingGeneType
RTL9	RTL9	MissingGeneType
PPP1R15B	PPP1R15B	MissingGeneType
FAM222A	FAM222A	MissingGeneType
A2ML1	A2ML1	MissingGeneType
ZNF747	ZNF747	MissingGeneType
LOXHD1	LOXHD1	MissingGeneType
SULT1C2	SULT1C2	MissingGeneType
DGKB	DGKB	MissingGeneType
ATXN2L	ATXN2L	MissingGeneType
SIN3A	SIN3A	MissingGeneType
SIRT3	SIRT3	MissingGeneType
KDM4C	KDM4C	MissingGeneType
STPG1	STPG1	MissingGeneType
COX18	COX18	MissingGeneType
CCL20	CCL20	MissingGeneType
LILRA3	LILRA3	MissingGeneType
NIPAL3	NIPAL3	MissingGeneType
