groupID,n_PAS,n_sig,n_big,min_padj,max_absL2FC,mean_absL2FC,dir_consensus,perGeneQ
BICD1,2,0,0,1,NA,NA,NA,1
BICD2,2,0,0,1,NA,NA,NA,1
BICRAL,2,0,0,1,NA,NA,NA,1
BID,4,0,0,1,NA,NA,NA,1
BIRC5,3,0,0,1,NA,NA,NA,1
BIRC6,4,0,0,1,NA,NA,NA,1
BIVM,3,0,0,1,NA,NA,NA,1
BLCAP,2,0,0,1,NA,NA,NA,1
BLM,2,0,0,1,NA,NA,NA,1
BLMH,3,0,0,1,NA,NA,NA,1
BLOC1S2,3,0,0,1,NA,NA,NA,1
BLOC1S5,2,0,0,1,NA,NA,NA,1
BLOC1S6,4,0,0,1,NA,NA,NA,1
BLTP3B,2,0,0,1,NA,NA,NA,1
BLZF1,3,0,0,1,NA,NA,NA,1
BMAL2,7,0,0,1,NA,NA,NA,1
BMI1,2,0,0,1,NA,NA,NA,1
BMP1,2,0,0,1,NA,NA,NA,1
BMP2,2,0,0,1,NA,NA,NA,1
BMP2K,3,0,0,1,NA,NA,NA,1
BMP4,3,0,0,1,NA,NA,NA,1
BMP6,7,0,0,1,NA,NA,NA,1
BMPR1A,2,0,0,1,NA,NA,NA,1
BMPR2,9,0,0,1,NA,NA,NA,1
BMS1,2,0,0,1,NA,NA,NA,1
BNC2,3,0,0,1,NA,NA,NA,1
BNIP2,3,0,0,1,NA,NA,NA,1
BNIP3,4,0,0,1,NA,NA,NA,1
BNIP3L,4,0,0,1,NA,NA,NA,1
BOD1L1,2,0,0,1,NA,NA,NA,1
BORCS7,8,0,0,1,NA,NA,NA,1
BPGM,2,0,0,1,NA,NA,NA,1
BPHL,3,0,0,1,NA,NA,NA,1
BPNT1,4,0,0,1,NA,NA,NA,1
BPNT2,15,0,0,1,NA,NA,NA,1
BPTF,3,0,0,1,NA,NA,NA,1
BRAP,2,0,0,1,NA,NA,NA,1
BRAT1,2,0,0,1,NA,NA,NA,1
BRCA1,2,0,0,1,NA,NA,NA,1
BRD10,2,0,0,1,NA,NA,NA,1
BRD3,5,0,0,1,NA,NA,NA,1
BRD3OS,4,0,0,1,NA,NA,NA,1
BRD4,2,0,0,1,NA,NA,NA,1
BRD7,2,0,0,1,NA,NA,NA,1
BRF2,2,0,0,1,NA,NA,NA,1
BRI3,2,0,0,1,NA,NA,NA,1
BRI3BP,3,0,0,1,NA,NA,NA,1
BRK1,4,0,0,1,NA,NA,NA,1
BRMS1L,2,0,0,1,NA,NA,NA,1
BRPF1,2,0,0,1,NA,NA,NA,1
BRWD1,3,0,0,1,NA,NA,NA,1
BSDC1,4,0,0,1,NA,NA,NA,1
BSG,2,0,0,1,NA,NA,NA,1
BST1,2,0,0,1,NA,NA,NA,1
BTAF1,2,0,0,1,NA,NA,NA,1
BTBD1,5,0,0,1,NA,NA,NA,1
BTBD19,3,0,0,1,NA,NA,NA,1
BTBD9,3,0,0,1,NA,NA,NA,1
BTD,3,0,0,1,NA,NA,NA,1
BTF3,2,0,0,1,NA,NA,NA,1
BTF3L4,9,0,0,1,NA,NA,NA,1
BTG1,2,0,0,1,NA,NA,NA,1
BTG2,2,0,0,1,NA,NA,NA,1
BTN2A2,2,0,0,1,NA,NA,NA,1
BTN3A2,2,0,0,1,NA,NA,NA,1
BTRC,3,0,0,1,NA,NA,NA,1
BUB1,2,0,0,1,NA,NA,NA,1
BUB3,5,0,0,1,NA,NA,NA,1
BUD23,2,0,0,1,NA,NA,NA,1
BZW1,6,0,0,1,NA,NA,NA,1
BZW2,2,0,0,1,NA,NA,NA,1
C10orf88,2,0,0,1,NA,NA,NA,1
C11orf24,2,0,0,1,NA,NA,NA,1
C11orf54,3,0,0,1,NA,NA,NA,1
C11orf58,13,0,0,1,NA,NA,NA,1
C12orf4,4,0,0,1,NA,NA,NA,1
C12orf43,5,0,0,1,NA,NA,NA,1
C12orf75,3,0,0,1,NA,NA,NA,1
C14orf119,4,0,0,1,NA,NA,NA,1
C14orf132,5,0,0,1,NA,NA,NA,1
C14orf28,2,0,0,1,NA,NA,NA,1
C14orf93,3,0,0,1,NA,NA,NA,1
C15orf39,2,0,0,1,NA,NA,NA,1
C15orf40,4,0,0,1,NA,NA,NA,1
C15orf61,2,0,0,1,NA,NA,NA,1
C16orf87,3,0,0,1,NA,NA,NA,1
C17orf100,3,0,0,1,NA,NA,NA,1
C17orf58,2,0,0,1,NA,NA,NA,1
C17orf75,2,0,0,1,NA,NA,NA,1
C17orf80,2,0,0,1,NA,NA,NA,1
C18orf21,2,0,0,1,NA,NA,NA,1
C18orf32,3,0,0,1,NA,NA,NA,1
C18orf54,2,0,0,1,NA,NA,NA,1
C19orf12,5,0,0,1,NA,NA,NA,1
C19orf25,2,0,0,1,NA,NA,NA,1
C1D,2,0,0,1,NA,NA,NA,1
C1GALT1,3,0,0,1,NA,NA,NA,1
C1QTNF6,2,0,0,1,NA,NA,NA,1
C1orf50,2,0,0,1,NA,NA,NA,1
C1orf52,5,0,0,1,NA,NA,NA,1
C1orf74,4,0,0,1,NA,NA,NA,1
C22orf39,3,0,0,1,NA,NA,NA,1
C2CD2,3,0,0,1,NA,NA,NA,1
C2CD5,2,0,0,1,NA,NA,NA,1
C2orf49,2,0,0,1,NA,NA,NA,1
C2orf68,4,0,0,1,NA,NA,NA,1
C2orf69,2,0,0,1,NA,NA,NA,1
C2orf74,3,0,0,1,NA,NA,NA,1
C2orf76,2,0,0,1,NA,NA,NA,1
C3orf38,4,0,0,1,NA,NA,NA,1
C3orf52,2,0,0,1,NA,NA,NA,1
C4orf3,2,0,0,1,NA,NA,NA,1
C4orf33,2,0,0,1,NA,NA,NA,1
C4orf46,3,0,0,1,NA,NA,NA,1
C5orf15,3,0,0,1,NA,NA,NA,1
C5orf22,4,0,0,1,NA,NA,NA,1
C5orf24,7,0,0,1,NA,NA,NA,1
C6orf120,10,0,0,1,NA,NA,NA,1
C6orf132,2,0,0,1,NA,NA,NA,1
C6orf62,2,0,0,1,NA,NA,NA,1
C6orf89,5,0,0,1,NA,NA,NA,1
C9orf40,2,0,0,1,NA,NA,NA,1
C9orf78,3,0,0,1,NA,NA,NA,1
C9orf85,2,0,0,1,NA,NA,NA,1
CA13,2,0,0,1,NA,NA,NA,1
CA5B,2,0,0,1,NA,NA,NA,1
CAAP1,4,0,0,1,NA,NA,NA,1
CAB39,3,0,0,1,NA,NA,NA,1
CABLES1,4,0,0,1,NA,NA,NA,1
CABLES2,3,0,0,1,NA,NA,NA,1
CACNA2D1,4,0,0,1,NA,NA,NA,1
CACNG7,2,0,0,1,NA,NA,NA,1
CACNG8,2,0,0,1,NA,NA,NA,1
CACUL1,8,0,0,1,NA,NA,NA,1
CACYBP,3,0,0,1,NA,NA,NA,1
CAD,2,0,0,1,NA,NA,NA,1
CADM3,4,0,0,1,NA,NA,NA,1
CADM4,2,0,0,1,NA,NA,NA,1
CADPS2,6,0,0,1,NA,NA,NA,1
CALCOCO1,2,0,0,1,NA,NA,NA,1
CALCOCO2,6,0,0,1,NA,NA,NA,1
CALCRL,6,0,0,1,NA,NA,NA,1
CALD1,8,0,0,1,NA,NA,NA,1
CALHM5,10,0,0,1,NA,NA,NA,1
CALM1,11,0,0,1,NA,NA,NA,1
CALM2,2,0,0,1,NA,NA,NA,1
CALM3,3,0,0,1,NA,NA,NA,1
CALU,12,0,0,1,NA,NA,NA,1
CAMK2D,2,0,0,1,NA,NA,NA,1
CAMK2G,3,0,0,1,NA,NA,NA,1
CAMK2N1,5,0,0,1,NA,NA,NA,1
CAMK4,3,0,0,1,NA,NA,NA,1
CAMKK2,2,0,0,1,NA,NA,NA,1
CAMKMT,2,0,0,1,NA,NA,NA,1
CAMLG,4,0,0,1,NA,NA,NA,1
CAMSAP1,3,0,0,1,NA,NA,NA,1
CAMSAP2,5,0,0,1,NA,NA,NA,1
CAMTA1,3,0,0,1,NA,NA,NA,1
CAND1,9,0,0,1,NA,NA,NA,1
CANX,5,0,0,1,NA,NA,NA,1
CAP1,3,0,0,1,NA,NA,NA,1
CAP2,2,0,0,1,NA,NA,NA,1
CAPN2,4,0,0,1,NA,NA,NA,1
CAPN5,2,0,0,1,NA,NA,NA,1
CAPN7,3,0,0,1,NA,NA,NA,1
CAPRIN1,11,0,0,1,NA,NA,NA,1
CAPZA1,3,0,0,1,NA,NA,NA,1
CAPZA2,5,0,0,1,NA,NA,NA,1
CAPZB,3,0,0,1,NA,NA,NA,1
CARD8,6,0,0,1,NA,NA,NA,1
CARHSP1,3,0,0,1,NA,NA,NA,1
CARM1,3,0,0,1,NA,NA,NA,1
CASC3,2,0,0,1,NA,NA,NA,1
CASD1,3,0,0,1,NA,NA,NA,1
CASK,3,0,0,1,NA,NA,NA,1
CASP10,4,0,0,1,NA,NA,NA,1
CASP2,3,0,0,1,NA,NA,NA,1
CASP3,3,0,0,1,NA,NA,NA,1
CASP6,4,0,0,1,NA,NA,NA,1
CAST,8,0,0,1,NA,NA,NA,1
CASTOR2,2,0,0,1,NA,NA,NA,1
CAV1,4,0,0,1,NA,NA,NA,1
CAV2,11,0,0,1,NA,NA,NA,1
CAVIN1,2,0,0,1,NA,NA,NA,1
CAVIN2,5,0,0,1,NA,NA,NA,1
CAVIN3,2,0,0,1,NA,NA,NA,1
CAVIN4,2,0,0,1,NA,NA,NA,1
CBFB,4,0,0,1,NA,NA,NA,1
CBL,3,0,0,1,NA,NA,NA,1
CBLB,3,0,0,1,NA,NA,NA,1
CBLL1,2,0,0,1,NA,NA,NA,1
CBR4,2,0,0,1,NA,NA,NA,1
CBX3,5,0,0,1,NA,NA,NA,1
CBX4,2,0,0,1,NA,NA,NA,1
CBX5,5,0,0,1,NA,NA,NA,1
CBX6,2,0,0,1,NA,NA,NA,1
CC2D1B,3,0,0,1,NA,NA,NA,1
CCAR1,4,0,0,1,NA,NA,NA,1
CCAR2,2,0,0,1,NA,NA,NA,1
CCDC102A,2,0,0,1,NA,NA,NA,1
CCDC107,2,0,0,1,NA,NA,NA,1
CCDC112,2,0,0,1,NA,NA,NA,1
CCDC113,2,0,0,1,NA,NA,NA,1
CCDC115,2,0,0,1,NA,NA,NA,1
CCDC12,2,0,0,1,NA,NA,NA,1
CCDC127,5,0,0,1,NA,NA,NA,1
CCDC134,2,0,0,1,NA,NA,NA,1
CCDC14,2,0,0,1,NA,NA,NA,1
CCDC149,3,0,0,1,NA,NA,NA,1
CCDC174,4,0,0,1,NA,NA,NA,1
CCDC186,3,0,0,1,NA,NA,NA,1
CCDC190,2,0,0,1,NA,NA,NA,1
CCDC25,4,0,0,1,NA,NA,NA,1
CCDC32,2,0,0,1,NA,NA,NA,1
CCDC47,4,0,0,1,NA,NA,NA,1
CCDC50,10,0,0,1,NA,NA,NA,1
CCDC59,2,0,0,1,NA,NA,NA,1
CCDC6,2,0,0,1,NA,NA,NA,1
CCDC66,2,0,0,1,NA,NA,NA,1
CCDC68,4,0,0,1,NA,NA,NA,1
CCDC69,2,0,0,1,NA,NA,NA,1
CCDC71L,5,0,0,1,NA,NA,NA,1
CCDC80,3,0,0,1,NA,NA,NA,1
CCDC82,2,0,0,1,NA,NA,NA,1
CCDC85A,3,0,0,1,NA,NA,NA,1
CCDC86,2,0,0,1,NA,NA,NA,1
CCDC88A,6,0,0,1,NA,NA,NA,1
CCDC90B,7,0,0,1,NA,NA,NA,1
CCDC93,4,0,0,1,NA,NA,NA,1
CCDC96,2,0,0,1,NA,NA,NA,1
CCDC97,2,0,0,1,NA,NA,NA,1
CCN1,3,0,0,1,NA,NA,NA,1
CCN2,6,0,0,1,NA,NA,NA,1
CCNA2,3,0,0,1,NA,NA,NA,1
CCNB1,4,0,0,1,NA,NA,NA,1
CCND1,7,0,0,1,NA,NA,NA,1
CCND2,5,0,0,1,NA,NA,NA,1
CCNF,2,0,0,1,NA,NA,NA,1
CCNG1,2,0,0,1,NA,NA,NA,1
CCNG2,4,0,0,1,NA,NA,NA,1
CCNH,2,0,0,1,NA,NA,NA,1
CCNI,4,0,0,1,NA,NA,NA,1
CCNJL,5,0,0,1,NA,NA,NA,1
CCNK,2,0,0,1,NA,NA,NA,1
CCNL1,2,0,0,1,NA,NA,NA,1
CCNL2,3,0,0,1,NA,NA,NA,1
CCNT1,3,0,0,1,NA,NA,NA,1
CCNT2,4,0,0,1,NA,NA,NA,1
CCNY,4,0,0,1,NA,NA,NA,1
CCNYL1,3,0,0,1,NA,NA,NA,1
CCP110,2,0,0,1,NA,NA,NA,1
CCPG1,2,0,0,1,NA,NA,NA,1
CCSAP,2,0,0,1,NA,NA,NA,1
CCSER2,4,0,0,1,NA,NA,NA,1
CCT5,4,0,0,1,NA,NA,NA,1
CCT6A,4,0,0,1,NA,NA,NA,1
CD109,5,0,0,1,NA,NA,NA,1
CD164,4,0,0,1,NA,NA,NA,1
CD274,3,0,0,1,NA,NA,NA,1
CD276,2,0,0,1,NA,NA,NA,1
CD2AP,5,0,0,1,NA,NA,NA,1
CD2BP2,2,0,0,1,NA,NA,NA,1
CD302,2,0,0,1,NA,NA,NA,1
CD40,3,0,0,1,NA,NA,NA,1
CD44,4,0,0,1,NA,NA,NA,1
CD46,5,0,0,1,NA,NA,NA,1
CD47,2,0,0,1,NA,NA,NA,1
CD55,5,0,0,1,NA,NA,NA,1
CD59,15,0,0,1,NA,NA,NA,1
CD68,2,0,0,1,NA,NA,NA,1
CD81,2,0,0,1,NA,NA,NA,1
CD82,2,0,0,1,NA,NA,NA,1
CD93,3,0,0,1,NA,NA,NA,1
CDC123,2,0,0,1,NA,NA,NA,1
CDC14B,2,0,0,1,NA,NA,NA,1
CDC25A,2,0,0,1,NA,NA,NA,1
CDC25B,3,0,0,1,NA,NA,NA,1
CDC27,11,0,0,1,NA,NA,NA,1
CDC34,2,0,0,1,NA,NA,NA,1
CDC37L1,4,0,0,1,NA,NA,NA,1
CDC42,6,0,0,1,NA,NA,NA,1
CDC42BPA,6,0,0,1,NA,NA,NA,1
CDC42EP2,2,0,0,1,NA,NA,NA,1
CDC42EP3,5,0,0,1,NA,NA,NA,1
CDC42SE1,4,0,0,1,NA,NA,NA,1
CDC42SE2,4,0,0,1,NA,NA,NA,1
CDC5L,5,0,0,1,NA,NA,NA,1
CDC6,2,0,0,1,NA,NA,NA,1
CDC73,9,0,0,1,NA,NA,NA,1
CDCA4,3,0,0,1,NA,NA,NA,1
CDCA7,2,0,0,1,NA,NA,NA,1
CDCA7L,2,0,0,1,NA,NA,NA,1
CDCA8,3,0,0,1,NA,NA,NA,1
CDH11,3,0,0,1,NA,NA,NA,1
CDH13,2,0,0,1,NA,NA,NA,1
CDH2,6,0,0,1,NA,NA,NA,1
CDH5,3,0,0,1,NA,NA,NA,1
CDK1,3,0,0,1,NA,NA,NA,1
CDK12,5,0,0,1,NA,NA,NA,1
CDK13,2,0,0,1,NA,NA,NA,1
CDK14,4,0,0,1,NA,NA,NA,1
CDK16,2,0,0,1,NA,NA,NA,1
CDK17,6,0,0,1,NA,NA,NA,1
CDK19,2,0,0,1,NA,NA,NA,1
CDK2AP1,3,0,0,1,NA,NA,NA,1
CDK4,2,0,0,1,NA,NA,NA,1
CDK5R1,2,0,0,1,NA,NA,NA,1
CDK5RAP2,2,0,0,1,NA,NA,NA,1
CDK6,2,0,0,1,NA,NA,NA,1
CDKN1A,2,0,0,1,NA,NA,NA,1
CDKN1B,2,0,0,1,NA,NA,NA,1
CDKN2A,2,0,0,1,NA,NA,NA,1
CDKN2AIP,2,0,0,1,NA,NA,NA,1
CDKN2AIPNL,3,0,0,1,NA,NA,NA,1
CDKN2B,3,0,0,1,NA,NA,NA,1
CDS2,6,0,0,1,NA,NA,NA,1
CDT1,2,0,0,1,NA,NA,NA,1
CDV3,3,0,0,1,NA,NA,NA,1
CDYL,2,0,0,1,NA,NA,NA,1
CDYL2,2,0,0,1,NA,NA,NA,1
CEBPD,2,0,0,1,NA,NA,NA,1
CEBPG,5,0,0,1,NA,NA,NA,1
CEBPZ,2,0,0,1,NA,NA,NA,1
CEBPZOS,4,0,0,1,NA,NA,NA,1
CELF1,4,0,0,1,NA,NA,NA,1
CELF2,4,0,0,1,NA,NA,NA,1
CEMIP2,3,0,0,1,NA,NA,NA,1
CENPE,2,0,0,1,NA,NA,NA,1
CENPF,2,0,0,1,NA,NA,NA,1
CENPH,2,0,0,1,NA,NA,NA,1
CENPI,2,0,0,1,NA,NA,NA,1
CENPO,2,0,0,1,NA,NA,NA,1
CENPS,2,0,0,1,NA,NA,NA,1
CENPU,2,0,0,1,NA,NA,NA,1
CEP104,2,0,0,1,NA,NA,NA,1
CEP112,2,0,0,1,NA,NA,NA,1
CEP120,2,0,0,1,NA,NA,NA,1
CEP126,3,0,0,1,NA,NA,NA,1
CEP135,3,0,0,1,NA,NA,NA,1
CEP164,2,0,0,1,NA,NA,NA,1
CEP350,3,0,0,1,NA,NA,NA,1
CEP41,5,0,0,1,NA,NA,NA,1
CEP43,3,0,0,1,NA,NA,NA,1
CEP57,4,0,0,1,NA,NA,NA,1
CEP57L1,3,0,0,1,NA,NA,NA,1
CEP63,3,0,0,1,NA,NA,NA,1
CEP68,2,0,0,1,NA,NA,NA,1
CEP70,2,0,0,1,NA,NA,NA,1
CEP85,2,0,0,1,NA,NA,NA,1
CEP85L,3,0,0,1,NA,NA,NA,1
CEP89,2,0,0,1,NA,NA,NA,1
CEPT1,3,0,0,1,NA,NA,NA,1
CERK,3,0,0,1,NA,NA,NA,1
CERS2,2,0,0,1,NA,NA,NA,1
CERS5,3,0,0,1,NA,NA,NA,1
CERS6,5,0,0,1,NA,NA,NA,1
CES2,2,0,0,1,NA,NA,NA,1
CETN2,2,0,0,1,NA,NA,NA,1
CETN3,2,0,0,1,NA,NA,NA,1
CFAP410,2,0,0,1,NA,NA,NA,1
CFAP418,2,0,0,1,NA,NA,NA,1
CFH,2,0,0,1,NA,NA,NA,1
CFL1,4,0,0,1,NA,NA,NA,1
CFL2,4,0,0,1,NA,NA,NA,1
CFLAR,8,0,0,1,NA,NA,NA,1
CGGBP1,6,0,0,1,NA,NA,NA,1
CGREF1,2,0,0,1,NA,NA,NA,1
CHAC2,2,0,0,1,NA,NA,NA,1
CHAF1A,2,0,0,1,NA,NA,NA,1
CHCHD1,2,0,0,1,NA,NA,NA,1
CHCHD2,2,0,0,1,NA,NA,NA,1
CHCHD4,2,0,0,1,NA,NA,NA,1
CHCHD7,5,0,0,1,NA,NA,NA,1
CHD1,4,0,0,1,NA,NA,NA,1
CHD3,2,0,0,1,NA,NA,NA,1
CHD6,3,0,0,1,NA,NA,NA,1
CHD7,2,0,0,1,NA,NA,NA,1
CHD8,2,0,0,1,NA,NA,NA,1
CHD9,4,0,0,1,NA,NA,NA,1
CHEK1,4,0,0,1,NA,NA,NA,1
CHFR,3,0,0,1,NA,NA,NA,1
CHIC2,3,0,0,1,NA,NA,NA,1
CHID1,3,0,0,1,NA,NA,NA,1
CHKA,2,0,0,1,NA,NA,NA,1
CHM,2,0,0,1,NA,NA,NA,1
CHML,2,0,0,1,NA,NA,NA,1
CHMP1A,2,0,0,1,NA,NA,NA,1
CHMP1B,5,0,0,1,NA,NA,NA,1
CHMP2B,5,0,0,1,NA,NA,NA,1
CHMP3,4,0,0,1,NA,NA,NA,1
CHMP4B,2,0,0,1,NA,NA,NA,1
CHMP5,2,0,0,1,NA,NA,NA,1
CHMP7,2,0,0,1,NA,NA,NA,1
CHRAC1,2,0,0,1,NA,NA,NA,1
CHRNA5,2,0,0,1,NA,NA,NA,1
CHRNB1,2,0,0,1,NA,NA,NA,1
CHST1,2,0,0,1,NA,NA,NA,1
CHST11,3,0,0,1,NA,NA,NA,1
CHST12,7,0,0,1,NA,NA,NA,1
CHST15,2,0,0,1,NA,NA,NA,1
CHST3,2,0,0,1,NA,NA,NA,1
CHST7,2,0,0,1,NA,NA,NA,1
CHSY1,3,0,0,1,NA,NA,NA,1
CHSY3,2,0,0,1,NA,NA,NA,1
CHTOP,6,0,0,1,NA,NA,NA,1
CHURC1,7,0,0,1,NA,NA,NA,1
CIAO1,6,0,0,1,NA,NA,NA,1
CIAPIN1,2,0,0,1,NA,NA,NA,1
CIBAR1,3,0,0,1,NA,NA,NA,1
CIR1,2,0,0,1,NA,NA,NA,1
CIRBP,3,0,0,1,NA,NA,NA,1
CISD1,3,0,0,1,NA,NA,NA,1
CISD2,6,0,0,1,NA,NA,NA,1
CITED2,6,0,0,1,NA,NA,NA,1
CKAP2,4,0,0,1,NA,NA,NA,1
CKAP4,4,0,0,1,NA,NA,NA,1
CKAP5,2,0,0,1,NA,NA,NA,1
CLASP1,4,0,0,1,NA,NA,NA,1
CLASP2,4,0,0,1,NA,NA,NA,1
CLCC1,5,0,0,1,NA,NA,NA,1
CLCN3,5,0,0,1,NA,NA,NA,1
CLCN4,4,0,0,1,NA,NA,NA,1
CLCN7,2,0,0,1,NA,NA,NA,1
CLDN1,2,0,0,1,NA,NA,NA,1
CLDN11,4,0,0,1,NA,NA,NA,1
CLDND1,3,0,0,1,NA,NA,NA,1
CLEC14A,3,0,0,1,NA,NA,NA,1
CLEC16A,2,0,0,1,NA,NA,NA,1
CLEC2B,2,0,0,1,NA,NA,NA,1
CLIC4,10,0,0,1,NA,NA,NA,1
CLINT1,4,0,0,1,NA,NA,NA,1
CLIP1,2,0,0,1,NA,NA,NA,1
CLIP4,5,0,0,1,NA,NA,NA,1
CLK3,2,0,0,1,NA,NA,NA,1
CLK4,4,0,0,1,NA,NA,NA,1
CLMP,2,0,0,1,NA,NA,NA,1
CLN5,2,0,0,1,NA,NA,NA,1
CLOCK,8,0,0,1,NA,NA,NA,1
CLPB,5,0,0,1,NA,NA,NA,1
CLPX,3,0,0,1,NA,NA,NA,1
CLSTN1,2,0,0,1,NA,NA,NA,1
CLTC,6,0,0,1,NA,NA,NA,1
CLU,4,0,0,1,NA,NA,NA,1
CLUAP1,4,0,0,1,NA,NA,NA,1
CLUH,2,0,0,1,NA,NA,NA,1
CMAS,2,0,0,1,NA,NA,NA,1
CMBL,2,0,0,1,NA,NA,NA,1
CMIP,2,0,0,1,NA,NA,NA,1
CMPK1,3,0,0,1,NA,NA,NA,1
CMTM3,2,0,0,1,NA,NA,NA,1
CMTM6,5,0,0,1,NA,NA,NA,1
CNBP,4,0,0,1,NA,NA,NA,1
CNIH1,4,0,0,1,NA,NA,NA,1
CNIH4,3,0,0,1,NA,NA,NA,1
CNKSR3,2,0,0,1,NA,NA,NA,1
CNN3,2,0,0,1,NA,NA,NA,1
CNNM2,3,0,0,1,NA,NA,NA,1
CNNM3,3,0,0,1,NA,NA,NA,1
CNOT1,2,0,0,1,NA,NA,NA,1
CNOT11,3,0,0,1,NA,NA,NA,1
CNOT2,4,0,0,1,NA,NA,NA,1
CNOT6,4,0,0,1,NA,NA,NA,1
CNOT6L,2,0,0,1,NA,NA,NA,1
CNOT7,3,0,0,1,NA,NA,NA,1
CNOT8,2,0,0,1,NA,NA,NA,1
CNOT9,4,0,0,1,NA,NA,NA,1
CNPY2,2,0,0,1,NA,NA,NA,1
CNRIP1,2,0,0,1,NA,NA,NA,1
CNST,2,0,0,1,NA,NA,NA,1
CNTN1,3,0,0,1,NA,NA,NA,1
CNTNAP1,2,0,0,1,NA,NA,NA,1
COA3,2,0,0,1,NA,NA,NA,1
COA4,2,0,0,1,NA,NA,NA,1
COA5,2,0,0,1,NA,NA,NA,1
COA6,2,0,0,1,NA,NA,NA,1
COA7,4,0,0,1,NA,NA,NA,1
COA8,2,0,0,1,NA,NA,NA,1
COBLL1,3,0,0,1,NA,NA,NA,1
COG2,2,0,0,1,NA,NA,NA,1
COG5,4,0,0,1,NA,NA,NA,1
COG6,2,0,0,1,NA,NA,NA,1
COG7,3,0,0,1,NA,NA,NA,1
COL12A1,2,0,0,1,NA,NA,NA,1
COL13A1,2,0,0,1,NA,NA,NA,1
COL1A1,3,0,0,1,NA,NA,NA,1
COL1A2,5,0,0,1,NA,NA,NA,1
COL25A1,3,0,0,1,NA,NA,NA,1
COL27A1,2,0,0,1,NA,NA,NA,1
COL3A1,3,0,0,1,NA,NA,NA,1
COL4A1,9,0,0,1,NA,NA,NA,1
COL4A2,2,0,0,1,NA,NA,NA,1
COL5A1,6,0,0,1,NA,NA,NA,1
COL5A2,8,0,0,1,NA,NA,NA,1
COL6A1,2,0,0,1,NA,NA,NA,1
COL6A3,2,0,0,1,NA,NA,NA,1
COL8A1,5,0,0,1,NA,NA,NA,1
COLEC12,4,0,0,1,NA,NA,NA,1
COLGALT1,3,0,0,1,NA,NA,NA,1
COMMD10,2,0,0,1,NA,NA,NA,1
COMMD2,4,0,0,1,NA,NA,NA,1
COMMD5,2,0,0,1,NA,NA,NA,1
COMMD8,4,0,0,1,NA,NA,NA,1
COMMD9,2,0,0,1,NA,NA,NA,1
COMT,3,0,0,1,NA,NA,NA,1
COPA,7,0,0,1,NA,NA,NA,1
COPB1,2,0,0,1,NA,NA,NA,1
COPB2,5,0,0,1,NA,NA,NA,1
COPG1,2,0,0,1,NA,NA,NA,1
COPG2,2,0,0,1,NA,NA,NA,1
COPS2,7,0,0,1,NA,NA,NA,1
COPS3,2,0,0,1,NA,NA,NA,1
COPS4,2,0,0,1,NA,NA,NA,1
COPS6,3,0,0,1,NA,NA,NA,1
COPS7A,2,0,0,1,NA,NA,NA,1
COPS7B,4,0,0,1,NA,NA,NA,1
COPS8,7,0,0,1,NA,NA,NA,1
COPZ1,2,0,0,1,NA,NA,NA,1
COQ10B,3,0,0,1,NA,NA,NA,1
COQ3,2,0,0,1,NA,NA,NA,1
COQ7,4,0,0,1,NA,NA,NA,1
CORO1C,5,0,0,1,NA,NA,NA,1
COX11,5,0,0,1,NA,NA,NA,1
COX15,5,0,0,1,NA,NA,NA,1
COX16,2,0,0,1,NA,NA,NA,1
COX18,2,0,0,1,NA,NA,NA,1
COX19,5,0,0,1,NA,NA,NA,1
COX20,8,0,0,1,NA,NA,NA,1
COX5A,2,0,0,1,NA,NA,NA,1
COX6C,2,0,0,1,NA,NA,NA,1
COX7A2L,2,0,0,1,NA,NA,NA,1
COX7B,2,0,0,1,NA,NA,NA,1
COX7C,2,0,0,1,NA,NA,NA,1
CPD,10,0,0,1,NA,NA,NA,1
CPEB2,2,0,0,1,NA,NA,NA,1
CPEB4,2,0,0,1,NA,NA,NA,1
CPLANE1,2,0,0,1,NA,NA,NA,1
CPNE3,4,0,0,1,NA,NA,NA,1
CPOX,2,0,0,1,NA,NA,NA,1
CPPED1,9,0,0,1,NA,NA,NA,1
CPSF2,6,0,0,1,NA,NA,NA,1
CPSF6,6,0,0,1,NA,NA,NA,1
CPT1A,2,0,0,1,NA,NA,NA,1
CPT2,2,0,0,1,NA,NA,NA,1
CRACD,2,0,0,1,NA,NA,NA,1
CRAMP1,2,0,0,1,NA,NA,NA,1
CRBN,2,0,0,1,NA,NA,NA,1
CREB1,9,0,0,1,NA,NA,NA,1
CREB3,3,0,0,1,NA,NA,NA,1
CREB3L1,2,0,0,1,NA,NA,NA,1
CREB5,3,0,0,1,NA,NA,NA,1
CREBBP,2,0,0,1,NA,NA,NA,1
CREBL2,7,0,0,1,NA,NA,NA,1
CREBZF,4,0,0,1,NA,NA,NA,1
CREG1,3,0,0,1,NA,NA,NA,1
CREM,5,0,0,1,NA,NA,NA,1
CRIM1,9,0,0,1,NA,NA,NA,1
CRIPT,6,0,0,1,NA,NA,NA,1
CRISPLD1,3,0,0,1,NA,NA,NA,1
CRKL,2,0,0,1,NA,NA,NA,1
CRLS1,2,0,0,1,NA,NA,NA,1
CRNKL1,5,0,0,1,NA,NA,NA,1
CROT,2,0,0,1,NA,NA,NA,1
CRTAP,6,0,0,1,NA,NA,NA,1
CRYAB,2,0,0,1,NA,NA,NA,1
